extraction_ID,collection_year,project,sample_type,extraction_plate,extraction_well,sample_ID,sample_replicate,sample_ID_date,seq_date,amplicon,pcr_personnel,pcr_mastermix,amplicon_pcr_dilutution,normalization,bead_size_selection
e01822,2022,NBS,sample,16_2023,B01,e01822_B,B,e01822_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01823,2022,NBS,sample,16_2023,C01,e01823_B,B,e01823_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01824,2022,NBS,field_blank,16_2023,D01,e01824_B,B,e01824_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01825,2022,NBS,sample,16_2023,E01,e01825_B,B,e01825_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01826,2022,NBS,sample,16_2023,F01,e01826_B,B,e01826_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01827,2022,NBS,sample,16_2023,G01,e01827_B,B,e01827_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01828,2022,NBS,field_blank,16_2023,H01,e01828_B,B,e01828_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01829,2022,NBS,sample,16_2023,A02,e01829_B,B,e01829_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01830,2022,NBS,sample,16_2023,B02,e01830_B,B,e01830_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01831,2022,NBS,sample,16_2023,C02,e01831_B,B,e01831_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01832,2022,NBS,field_blank,16_2023,D02,e01832_B,B,e01832_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01833,2022,NBS,sample,16_2023,E02,e01833_B,B,e01833_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01834,2022,NBS,sample,16_2023,F02,e01834_B,B,e01834_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01835,2022,NBS,field_blank,16_2023,G02,e01835_B,B,e01835_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01836,2022,NBS,sample,16_2023,H02,e01836_B,B,e01836_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01837,2022,NBS,extraction_blank,16_2023,A03,e01837_B,B,e01837_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01838,2022,NBS,sample,16_2023,B03,e01838_B,B,e01838_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01839,2022,NBS,sample,16_2023,C03,e01839_B,B,e01839_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01840,2022,NBS,sample,16_2023,D03,e01840_B,B,e01840_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01841,2022,NBS,sample,16_2023,E03,e01841_B,B,e01841_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01842,2022,NBS,sample,16_2023,F03,e01842_B,B,e01842_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01843,2022,NBS,sample,16_2023,G03,e01843_B,B,e01843_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01844,2022,NBS,extraction_blank,16_2023,H03,e01844_B,B,e01844_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01845,2022,NBS,sample,16_2023,A04,e01845_B,B,e01845_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01846,2022,NBS,sample,16_2023,B04,e01846_B,B,e01846_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01847,2022,NBS,field_blank,16_2023,C04,e01847_B,B,e01847_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01848,2022,NBS,sample,16_2023,D04,e01848_B,B,e01848_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01849,2022,NBS,sample,16_2023,E04,e01849_B,B,e01849_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01850,2022,NBS,field_blank,16_2023,F04,e01850_B,B,e01850_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01851,2022,NBS,sample,16_2023,G04,e01851_B,B,e01851_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01852,2022,NBS,sample,16_2023,H04,e01852_B,B,e01852_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01853,2022,NBS,sample,16_2023,A05,e01853_B,B,e01853_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01854,2022,NBS,field_blank,16_2023,B05,e01854_B,B,e01854_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01855,2022,NBS,sample,16_2023,C05,e01855_B,B,e01855_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01856,2022,NBS,sample,16_2023,D05,e01856_B,B,e01856_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01857,2022,NBS,sample,16_2023,E05,e01857_B,B,e01857_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01858,2022,NBS,field_blank,16_2023,F05,e01858_B,B,e01858_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01859,2022,NBS,sample,16_2023,G05,e01859_B,B,e01859_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01860,2022,NBS,sample,16_2023,H05,e01860_B,B,e01860_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01861,2022,NBS,extraction_blank,16_2023,A06,e01861_B,B,e01861_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01862,2022,NBS,sample,16_2023,B06,e01862_B,B,e01862_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01863,2022,NBS,sample,16_2023,C06,e01863_B,B,e01863_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01864,2022,NBS,sample,16_2023,D06,e01864_B,B,e01864_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01865,2022,NBS,field_blank,16_2023,E06,e01865_B,B,e01865_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01866,2022,NBS,sample,16_2023,F06,e01866_B,B,e01866_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01867,2022,NBS,sample,16_2023,G06,e01867_B,B,e01867_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01868,2022,NBS,extraction_blank,16_2023,H06,e01868_B,B,e01868_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01869,2022,NBS,sample,16_2023,A07,e01869_B,B,e01869_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01870,2022,NBS,field_blank,16_2023,B07,e01870_B,B,e01870_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01871,2022,NBS,sample,16_2023,C07,e01871_B,B,e01871_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01872,2022,NBS,sample,16_2023,D07,e01872_B,B,e01872_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01873,2022,NBS,field_blank,16_2023,E07,e01873_B,B,e01873_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01874,2022,NBS,sample,16_2023,F07,e01874_B,B,e01874_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01875,2022,NBS,sample,16_2023,G07,e01875_B,B,e01875_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01876,2022,NBS,sample,16_2023,H07,e01876_B,B,e01876_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01877,2022,NBS,field_blank,16_2023,A08,e01877_B,B,e01877_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01878,2022,NBS,sample,16_2023,B08,e01878_B,B,e01878_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01879,2022,NBS,extraction_blank,16_2023,C08,e01879_B,B,e01879_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01880,2022,NBS,extraction_blank,16_2023,D08,e01880_B,B,e01880_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01881,2022,NBS,extraction_blank,16_2023,E08,e01881_B,B,e01881_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01882,2022,NBS,extraction_blank,16_2023,F08,e01882_B,B,e01882_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
PC16,2022,NBS,positive,16_2023,G08,PC16_B,B,PC16_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
NC16,2022,NBS,pcr_blank,16_2023,H08,NC16_B,B,NC16_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01885,2022,SBS,sample,16_2023,A09,e01885_B,B,e01885_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01886,2022,SBS,sample,16_2023,B09,e01886_B,B,e01886_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01887,2022,SBS,sample,16_2023,C09,e01887_B,B,e01887_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01888,2022,SBS,field_blank,16_2023,D09,e01888_B,B,e01888_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01889,2022,SBS,sample,16_2023,E09,e01889_B,B,e01889_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01890,2022,SBS,sample,16_2023,F09,e01890_B,B,e01890_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01891,2022,SBS,sample,16_2023,G09,e01891_B,B,e01891_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01892,2022,SBS,field_blank,16_2023,H09,e01892_B,B,e01892_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01893,2022,SBS,sample,16_2023,A10,e01893_B,B,e01893_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01894,2022,SBS,sample,16_2023,B10,e01894_B,B,e01894_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01895,2022,SBS,sample,16_2023,C10,e01895_B,B,e01895_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01896,2022,SBS,sample,16_2023,D10,e01896_B,B,e01896_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01897,2022,SBS,sample,16_2023,E10,e01897_B,B,e01897_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01898,2022,SBS,sample,16_2023,F10,e01898_B,B,e01898_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01899,2022,SBS,sample,16_2023,G10,e01899_B,B,e01899_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01900,2022,SBS,sample,16_2023,H10,e01900_B,B,e01900_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01901,2022,SBS,sample,16_2023,A11,e01901_B,B,e01901_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01902,2022,SBS,sample,16_2023,B11,e01902_B,B,e01902_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01903,2022,SBS,sample,16_2023,C11,e01903_B,B,e01903_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01904,2022,SBS,sample,16_2023,D11,e01904_B,B,e01904_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01905,2022,SBS,sample,16_2023,E11,e01905_B,B,e01905_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01906,2022,SBS,sample,16_2023,F11,e01906_B,B,e01906_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01907,2022,SBS,sample,16_2023,G11,e01907_B,B,e01907_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01908,2022,SBS,sample,16_2023,H11,e01908_B,B,e01908_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01909,2022,SBS,field_blank,16_2023,A12,e01909_B,B,e01909_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01910,2022,SBS,sample,16_2023,B12,e01910_B,B,e01910_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01911,2022,SBS,sample,16_2023,C12,e01911_B,B,e01911_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01912,2022,SBS,sample,16_2023,D12,e01912_B,B,e01912_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01913,2022,SBS,sample,16_2023,E12,e01913_B,B,e01913_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01914,2022,SBS,sample,16_2023,F12,e01914_B,B,e01914_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01915,2022,SBS,sample,16_2023,G12,e01915_B,B,e01915_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01916,2022,SBS,sample,16_2023,H12,e01916_B,B,e01916_B_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e01821,2022,NBS,sample,16_2023,A01,e01821_C,C,e01821_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01822,2022,NBS,sample,16_2023,B01,e01822_C,C,e01822_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01823,2022,NBS,sample,16_2023,C01,e01823_C,C,e01823_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01824,2022,NBS,field_blank,16_2023,D01,e01824_C,C,e01824_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01825,2022,NBS,sample,16_2023,E01,e01825_C,C,e01825_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01826,2022,NBS,sample,16_2023,F01,e01826_C,C,e01826_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01827,2022,NBS,sample,16_2023,G01,e01827_C,C,e01827_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01828,2022,NBS,field_blank,16_2023,H01,e01828_C,C,e01828_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01829,2022,NBS,sample,16_2023,A02,e01829_C,C,e01829_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01830,2022,NBS,sample,16_2023,B02,e01830_C,C,e01830_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01831,2022,NBS,sample,16_2023,C02,e01831_C,C,e01831_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01832,2022,NBS,field_blank,16_2023,D02,e01832_C,C,e01832_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01833,2022,NBS,sample,16_2023,E02,e01833_C,C,e01833_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01834,2022,NBS,sample,16_2023,F02,e01834_C,C,e01834_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01835,2022,NBS,field_blank,16_2023,G02,e01835_C,C,e01835_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01836,2022,NBS,sample,16_2023,H02,e01836_C,C,e01836_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01837,2022,NBS,extraction_blank,16_2023,A03,e01837_C,C,e01837_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01838,2022,NBS,sample,16_2023,B03,e01838_C,C,e01838_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01839,2022,NBS,sample,16_2023,C03,e01839_C,C,e01839_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01840,2022,NBS,sample,16_2023,D03,e01840_C,C,e01840_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01841,2022,NBS,sample,16_2023,E03,e01841_C,C,e01841_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01842,2022,NBS,sample,16_2023,F03,e01842_C,C,e01842_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01843,2022,NBS,sample,16_2023,G03,e01843_C,C,e01843_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01844,2022,NBS,extraction_blank,16_2023,H03,e01844_C,C,e01844_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01845,2022,NBS,sample,16_2023,A04,e01845_C,C,e01845_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01846,2022,NBS,sample,16_2023,B04,e01846_C,C,e01846_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01847,2022,NBS,field_blank,16_2023,C04,e01847_C,C,e01847_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01848,2022,NBS,sample,16_2023,D04,e01848_C,C,e01848_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01849,2022,NBS,sample,16_2023,E04,e01849_C,C,e01849_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01850,2022,NBS,field_blank,16_2023,F04,e01850_C,C,e01850_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01851,2022,NBS,sample,16_2023,G04,e01851_C,C,e01851_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01852,2022,NBS,sample,16_2023,H04,e01852_C,C,e01852_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01853,2022,NBS,sample,16_2023,A05,e01853_C,C,e01853_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01854,2022,NBS,field_blank,16_2023,B05,e01854_C,C,e01854_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01855,2022,NBS,sample,16_2023,C05,e01855_C,C,e01855_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01856,2022,NBS,sample,16_2023,D05,e01856_C,C,e01856_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01857,2022,NBS,sample,16_2023,E05,e01857_C,C,e01857_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01858,2022,NBS,field_blank,16_2023,F05,e01858_C,C,e01858_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01859,2022,NBS,sample,16_2023,G05,e01859_C,C,e01859_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01860,2022,NBS,sample,16_2023,H05,e01860_C,C,e01860_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01861,2022,NBS,extraction_blank,16_2023,A06,e01861_C,C,e01861_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01862,2022,NBS,sample,16_2023,B06,e01862_C,C,e01862_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01863,2022,NBS,sample,16_2023,C06,e01863_C,C,e01863_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01864,2022,NBS,sample,16_2023,D06,e01864_C,C,e01864_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01865,2022,NBS,field_blank,16_2023,E06,e01865_C,C,e01865_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01866,2022,NBS,sample,16_2023,F06,e01866_C,C,e01866_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01867,2022,NBS,sample,16_2023,G06,e01867_C,C,e01867_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01868,2022,NBS,extraction_blank,16_2023,H06,e01868_C,C,e01868_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01869,2022,NBS,sample,16_2023,A07,e01869_C,C,e01869_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01870,2022,NBS,field_blank,16_2023,B07,e01870_C,C,e01870_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01871,2022,NBS,sample,16_2023,C07,e01871_C,C,e01871_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01872,2022,NBS,sample,16_2023,D07,e01872_C,C,e01872_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01873,2022,NBS,field_blank,16_2023,E07,e01873_C,C,e01873_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01874,2022,NBS,sample,16_2023,F07,e01874_C,C,e01874_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01875,2022,NBS,sample,16_2023,G07,e01875_C,C,e01875_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01876,2022,NBS,sample,16_2023,H07,e01876_C,C,e01876_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01877,2022,NBS,field_blank,16_2023,A08,e01877_C,C,e01877_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01878,2022,NBS,sample,16_2023,B08,e01878_C,C,e01878_C_20240423,20240423,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
