extraction_ID,collection_year,project,sample_type,extraction_plate,extraction_well,sample_ID,sample_replicate,sample_ID_date,seq_date,amplicon,pcr_personnel,pcr_mastermix,amplicon_pcr_dilutution,normalization,bead_size_selection
e01899,2022,SBS,sample,16_2023,G10,e01899_C,C,e01899_C_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right; 3rd: 0.8x right
e01900,2022,SBS,sample,16_2023,H10,e01900_C,C,e01900_C_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right; 3rd: 0.8x right
e01901,2022,SBS,sample,16_2023,A11,e01901_C,C,e01901_C_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right; 3rd: 0.8x right
e01902,2022,SBS,sample,16_2023,B11,e01902_C,C,e01902_C_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right; 3rd: 0.8x right
e01903,2022,SBS,sample,16_2023,C11,e01903_C,C,e01903_C_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right; 3rd: 0.8x right
e01904,2022,SBS,sample,16_2023,D11,e01904_C,C,e01904_C_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right; 3rd: 0.8x right
e01905,2022,SBS,sample,16_2023,E11,e01905_C,C,e01905_C_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right; 3rd: 0.8x right
e01906,2022,SBS,sample,16_2023,F11,e01906_C,C,e01906_C_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right; 3rd: 0.8x right
e01907,2022,SBS,sample,16_2023,G11,e01907_C,C,e01907_C_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right; 3rd: 0.8x right
e01908,2022,SBS,sample,16_2023,H11,e01908_C,C,e01908_C_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right; 3rd: 0.8x right
e01909,2022,SBS,field_blank,16_2023,A12,e01909_C,C,e01909_C_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right; 3rd: 0.8x right
e01910,2022,SBS,sample,16_2023,B12,e01910_C,C,e01910_C_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right; 3rd: 0.8x right
e01911,2022,SBS,sample,16_2023,C12,e01911_C,C,e01911_C_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right; 3rd: 0.8x right
e01912,2022,SBS,sample,16_2023,D12,e01912_C,C,e01912_C_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right; 3rd: 0.8x right
e01913,2022,SBS,sample,16_2023,E12,e01913_C,C,e01913_C_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right; 3rd: 0.8x right
e01914,2022,SBS,sample,16_2023,F12,e01914_C,C,e01914_C_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right; 3rd: 0.8x right
PC35,2023,DBO,positive,NA,NA,PC35_C,C,PC35_C_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right; 3rd: 0.8x right
NC35,2023,DBO,pcr_blank,NA,NA,NC35_C,C,NC35_C_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right; 3rd: 0.8x right
e04103,2023,DBO,sample,34_2024,A1,e04103_A,A,e04103_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04104,2023,DBO,sample,34_2024,B1,e04104_A,A,e04104_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04105,2023,DBO,sample,34_2024,C1,e04105_A,A,e04105_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04106,2023,DBO,sample,34_2024,D1,e04106_A,A,e04106_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04107,2023,DBO,sample,34_2024,E1,e04107_A,A,e04107_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04108,2023,DBO,sample,34_2024,F1,e04108_A,A,e04108_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04109,2023,DBO,sample,34_2024,G1,e04109_A,A,e04109_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04110,2023,DBO,sample,34_2024,H1,e04110_A,A,e04110_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04111,2023,DBO,sample,34_2024,A2,e04111_A,A,e04111_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04112,2023,DBO,sample,34_2024,B2,e04112_A,A,e04112_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04113,2023,DBO,sample,34_2024,C2,e04113_A,A,e04113_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04114,2023,DBO,sample,34_2024,D2,e04114_A,A,e04114_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04115,2023,DBO,sample,34_2024,E2,e04115_A,A,e04115_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04116,2023,DBO,sample,34_2024,F2,e04116_A,A,e04116_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04117,2023,DBO,sample,34_2024,G2,e04117_A,A,e04117_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04118,2023,DBO,sample,34_2024,H2,e04118_A,A,e04118_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04119,2023,DBO,sample,34_2024,A3,e04119_A,A,e04119_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04120,2023,DBO,sample,34_2024,B3,e04120_A,A,e04120_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04121,2023,DBO,sample,34_2024,C3,e04121_A,A,e04121_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04122,2023,DBO,sample,34_2024,D3,e04122_A,A,e04122_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04123,2023,DBO,sample,34_2024,E3,e04123_A,A,e04123_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04124,2023,DBO,sample,34_2024,F3,e04124_A,A,e04124_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04125,2023,DBO,sample,34_2024,G3,e04125_A,A,e04125_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04126,2023,DBO,sample,34_2024,H3,e04126_A,A,e04126_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04127,2023,DBO,sample,34_2024,A4,e04127_A,A,e04127_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04128,2023,DBO,sample,34_2024,B4,e04128_A,A,e04128_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04129,2023,DBO,sample,34_2024,C4,e04129_A,A,e04129_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04130,2023,DBO,sample,34_2024,D4,e04130_A,A,e04130_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04131,2023,DBO,sample,34_2024,E4,e04131_A,A,e04131_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04132,2023,DBO,sample,34_2024,F4,e04132_A,A,e04132_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04133,2023,DBO,sample,34_2024,G4,e04133_A,A,e04133_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04134,2023,DBO,sample,34_2024,H4,e04134_A,A,e04134_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04135,2023,DBO,sample,34_2024,A5,e04135_A,A,e04135_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04136,2023,DBO,sample,34_2024,B5,e04136_A,A,e04136_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04137,2023,DBO,sample,34_2024,C5,e04137_A,A,e04137_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04138,2023,DBO,sample,34_2024,D5,e04138_A,A,e04138_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04139,2023,DBO,sample,34_2024,E5,e04139_A,A,e04139_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04140,2023,DBO,sample,34_2024,F5,e04140_A,A,e04140_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04141,2023,DBO,sample,34_2024,G5,e04141_A,A,e04141_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04142,2023,DBO,sample,34_2024,H5,e04142_A,A,e04142_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04143,2023,DBO,sample,34_2024,A6,e04143_A,A,e04143_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04144,2023,DBO,sample,34_2024,B6,e04144_A,A,e04144_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04145,2023,DBO,sample,34_2024,C6,e04145_A,A,e04145_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04146,2023,DBO,sample,34_2024,D6,e04146_A,A,e04146_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04147,2023,DBO,sample,34_2024,E6,e04147_A,A,e04147_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04148,2023,DBO,sample,34_2024,F6,e04148_A,A,e04148_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04149,2023,DBO,sample,34_2024,G6,e04149_A,A,e04149_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04150,2023,DBO,sample,34_2024,H6,e04150_A,A,e04150_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04151,2023,DBO,sample,34_2024,A7,e04151_A,A,e04151_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04152,2023,DBO,sample,34_2024,B7,e04152_A,A,e04152_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04153,2023,DBO,sample,34_2024,C7,e04153_A,A,e04153_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04154,2023,DBO,sample,34_2024,D7,e04154_A,A,e04154_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04155,2023,DBO,sample,34_2024,E7,e04155_A,A,e04155_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04156,2023,DBO,sample,34_2024,F7,e04156_A,A,e04156_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04157,2023,DBO,sample,34_2024,G7,e04157_A,A,e04157_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04158,2023,DBO,sample,34_2024,H7,e04158_A,A,e04158_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04159,2023,DBO,sample,34_2024,A8,e04159_A,A,e04159_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04160,2023,DBO,sample,34_2024,B8,e04160_A,A,e04160_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04161,2023,DBO,sample,34_2024,C8,e04161_A,A,e04161_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04162,2023,DBO,sample,34_2024,D8,e04162_A,A,e04162_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04163,2023,DBO,sample,34_2024,E8,e04163_A,A,e04163_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04164,2023,DBO,sample,34_2024,F8,e04164_A,A,e04164_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04165,2023,DBO,sample,34_2024,G8,e04165_A,A,e04165_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04166,2023,DBO,sample,34_2024,H8,e04166_A,A,e04166_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04167,2023,DBO,sample,34_2024,A9,e04167_A,A,e04167_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04168,2023,DBO,sample,34_2024,B9,e04168_A,A,e04168_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04169,2023,DBO,sample,34_2024,C9,e04169_A,A,e04169_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04170,2023,DBO,sample,34_2024,D9,e04170_A,A,e04170_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04171,2023,DBO,sample,34_2024,E9,e04171_A,A,e04171_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04172,2023,DBO,sample,34_2024,F9,e04172_A,A,e04172_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04173,2023,DBO,sample,34_2024,G9,e04173_A,A,e04173_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04174,2023,DBO,sample,34_2024,H9,e04174_A,A,e04174_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04175,2023,DBO,sample,34_2024,A10,e04175_A,A,e04175_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04176,2023,DBO,sample,34_2024,B10,e04176_A,A,e04176_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04177,2023,DBO,sample,34_2024,C10,e04177_A,A,e04177_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04178,2023,DBO,sample,34_2024,D10,e04178_A,A,e04178_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04179,2023,DBO,sample,34_2024,E10,e04179_A,A,e04179_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04180,2023,DBO,sample,34_2024,F10,e04180_A,A,e04180_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04181,2023,DBO,sample,34_2024,G10,e04181_A,A,e04181_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04182,2023,DBO,sample,34_2024,H10,e04182_A,A,e04182_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04183,2023,DBO,sample,34_2024,A11,e04183_A,A,e04183_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04184,2023,DBO,sample,34_2024,B11,e04184_A,A,e04184_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04185,2023,DBO,sample,34_2024,C11,e04185_A,A,e04185_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04186,2023,DBO,sample,34_2024,D11,e04186_A,A,e04186_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04187,2023,DBO,sample,34_2024,E11,e04187_A,A,e04187_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04188,2023,DBO,sample,34_2024,F11,e04188_A,A,e04188_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04189,2023,DBO,sample,34_2024,G11,e04189_A,A,e04189_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04190,2023,DBO,sample,34_2024,H11,e04190_A,A,e04190_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04191,2023,DBO,sample,34_2024,A12,e04191_A,A,e04191_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04192,2023,DBO,sample,34_2024,B12,e04192_A,A,e04192_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04193,2023,DBO,sample,34_2024,C12,e04193_A,A,e04193_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04194,2023,DBO,sample,34_2024,D12,e04194_A,A,e04194_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04195,2023,DBO,sample,34_2024,E12,e04195_A,A,e04195_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04196,2023,DBO,sample,34_2024,F12,e04196_A,A,e04196_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
PC34,2023,DBO,positive,NA,NA,PC34_A,A,PC34_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
NC34,2023,DBO,pcr_blank,NA,NA,NC34_A,A,NC34_A_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04103,2023,DBO,sample,34_2024,A1,e04103_B,B,e04103_B_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04104,2023,DBO,sample,34_2024,B1,e04104_B,B,e04104_B_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04105,2023,DBO,sample,34_2024,C1,e04105_B,B,e04105_B_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04106,2023,DBO,sample,34_2024,D1,e04106_B,B,e04106_B_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04107,2023,DBO,sample,34_2024,E1,e04107_B,B,e04107_B_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04108,2023,DBO,sample,34_2024,F1,e04108_B,B,e04108_B_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04109,2023,DBO,sample,34_2024,G1,e04109_B,B,e04109_B_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04110,2023,DBO,sample,34_2024,H1,e04110_B,B,e04110_B_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04111,2023,DBO,sample,34_2024,A2,e04111_B,B,e04111_B_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04112,2023,DBO,sample,34_2024,B2,e04112_B,B,e04112_B_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04113,2023,DBO,sample,34_2024,C2,e04113_B,B,e04113_B_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04114,2023,DBO,sample,34_2024,D2,e04114_B,B,e04114_B_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04115,2023,DBO,sample,34_2024,E2,e04115_B,B,e04115_B_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04116,2023,DBO,sample,34_2024,F2,e04116_B,B,e04116_B_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04117,2023,DBO,sample,34_2024,G2,e04117_B,B,e04117_B_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04118,2023,DBO,sample,34_2024,H2,e04118_B,B,e04118_B_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04119,2023,DBO,sample,34_2024,A3,e04119_B,B,e04119_B_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04120,2023,DBO,sample,34_2024,B3,e04120_B,B,e04120_B_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04121,2023,DBO,sample,34_2024,C3,e04121_B,B,e04121_B_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04122,2023,DBO,sample,34_2024,D3,e04122_B,B,e04122_B_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
e04123,2023,DBO,sample,34_2024,E3,e04123_B,B,e04123_B_20240613,20240613,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.8x right
